,predictions
250,13.542775374349768
251,13.565115414553041
252,13.716058593002474
253,8.41530064104297
254,11.591921533644424
255,11.391553300018394
256,9.843939203651273
257,12.477019295711509
258,15.459619427168125
259,14.223347974087684
260,10.61420373565453
261,11.496427319637869
262,10.978739881315416
263,15.046995245737579
264,11.445585737896797
265,13.043797448567277
266,12.69124851596502
267,14.70176300414795
268,13.570548497361774
269,13.923233720857652
270,11.215792115536757
271,10.841443353983447
272,9.738021863738949
273,12.958537504308412
274,12.2615448906578
275,12.25835136792284
276,14.572028051456034
277,14.898894885335894
278,17.679440613105267
279,14.52729002234188
280,14.03632722014287
281,11.689076529106591
282,10.177898440028326
283,10.594321040825372
284,7.489509759167721
285,10.035665203913155
286,15.030642822558223
287,13.44509840928449
288,14.312334933916965
289,10.837219519783512
290,12.533962276668491
291,12.658924850901595
292,14.061393437364718
293,13.555452007517363
294,11.58185903386363
295,10.526855479546464
296,17.465061400311953
297,9.01144907943177
298,10.287295515844471
299,11.852548511990529
300,11.497910146226129
301,11.641642251398952
302,11.504089871669846
303,18.08677082632289
304,12.785653938278116
305,13.332647805259777
306,10.86498375452791
307,17.625273577332177
308,11.542270445083618
309,15.32494337345303
310,11.821146671562628
311,12.715351956093098
312,14.564199075522103
313,12.10155571435964
314,9.993873183880067
315,9.237947038201062
316,13.043797448567277
317,13.018320721843734
318,12.471481183542359
319,10.127670930854865
320,11.401228251495388
321,9.78556608937983
322,12.4916088640345
323,11.129230624199053
324,22.086221951816228
325,14.67421463510586
326,16.137067321590163
327,12.656913706283227
328,18.314351075520012
329,14.941477170129644
330,9.797805081274271
331,17.18526377908813
332,11.21142377671435
333,9.59992964598869
334,13.636175275411341
335,7.923464109759154
336,11.032335040513395
337,11.758956878860266
338,10.879187454603061
339,15.864300444575155
340,12.319745648758248
341,11.641642251398952
342,11.830879748682113
343,13.948741107851347
344,17.55676675117406
345,13.211166600719794
346,10.605514097977416
347,11.865601576611398
348,13.362569355480924
349,14.926856868080664
350,12.548077825867928
351,15.353605770196854
352,9.088332399784171
353,15.53860999123052
354,10.815286103957005
355,9.385437403999932
356,11.892774086248872
357,10.315643273781713
358,13.51555423135621
359,19.888053553364937
360,12.951353835480779
361,14.41113584789476
362,11.846232115553883
363,13.571164334985633
364,14.298922283680149
365,12.58432183432251
366,14.164293367890041
367,11.555131504516662
368,17.980475819314663
369,11.865601576611398
370,17.31636562843353
371,13.873513003103124
372,13.667586391688216
373,13.390526639723621
374,11.827618937094256
375,11.542270445083618
376,14.5573776028372
377,11.932731385388943
378,18.08677082632289
379,11.64156029312867
380,14.861718634185562
381,12.306594593452099
382,14.929254796786594
383,10.58297225761725
384,9.348701637167515
385,14.049695256859312
386,12.24938030023698
387,10.605514097977416
388,17.59799677054117
389,11.451382951206561
390,11.840059554150889
391,13.471509865052674
392,18.36643306346482
393,12.577273568308964
394,10.570740228922173
395,12.624865193841016
396,12.674500859106354
397,12.279577998458217
398,13.26464560586249
399,13.045159493459055
400,12.889447779638067
401,10.880878149721996
402,14.495349468249453
403,9.653700754214956
404,11.073462903605678
405,12.290436581997334
406,14.537998521868651
407,13.16053568103087
408,10.803298930466713
409,12.631231183480807
410,15.795988459455723
411,13.35494820784228
412,14.757897808410771
413,17.338006442259523
414,13.074251942595852
415,11.974886090503023
416,10.726755240495663
417,9.392571767858897
418,9.380038565209356
419,8.462885890422802
420,11.13779255216284
421,11.451382951206561
422,16.9657930276832
423,13.716902848815172
424,11.250223292942326
425,11.01126403129056
426,11.038523098850739
427,10.928323496926803
428,13.462068064323837
429,12.2615448906578
430,12.914990158452584
431,11.924873842840658
432,12.903279063482724
433,14.136754183800761
434,10.3323363756262
435,15.226110349879832
436,11.307650846033738
437,11.307650846033738
438,11.307650846033738
439,13.346613014178107
440,12.558861556936964
441,18.286334817701167
442,11.444242365595152
443,12.455961626411641
444,18.042032797208734
445,12.514123527822811
446,12.580127164726862
447,10.929590946320841
448,10.75054754754122
449,13.847389859442089
450,8.40308375889336
451,9.22775874557702
452,26.704590473935976
453,12.379380974226759
454,16.153793618070143
455,9.825605662141452
456,12.748234901696907
457,12.463798350850952
458,10.282503438696022
459,9.797805081274271
460,12.484376022525247
461,8.164126701775178
462,15.29050905399205
463,11.578623901393478
464,10.92419273259136
465,10.526299448298362
466,8.937878375897718
467,9.77856737266943
468,13.59742533903623
469,11.61427692349171
470,10.27828691302232
471,10.27828691302232
472,9.739519864995014
473,12.871396265425778
474,12.183327187875198
475,9.056538394435451
476,13.004383680280199
477,15.57150089739261
478,13.591612254773825
479,10.734325655365181
480,12.491292492139477
481,14.48889633015552
482,12.97850575324475
483,13.013414198112859
484,15.269871285767117
485,8.574106777425758
486,12.94444871058213
487,9.858184326954092
488,11.31583386957753
489,11.513029953823917
490,13.11939756213798
491,19.854706041593467
492,13.590407715874367
493,13.020042658307812
494,12.023209093674543
495,9.966200184511477
496,12.300981949382313
497,10.710955498163583
498,10.906111805111811
499,14.834261664303007
500,12.786249758592065
501,13.08187619501626
502,10.65852337939442
503,11.830879748682113
504,13.081877062599919
505,10.627571468057422
506,10.627571468057422
507,14.479988306077301
508,14.252294033251074
509,12.45311140775894
510,12.546206575410064
511,11.54557181487987
512,11.913834514417918
513,16.650018651404853
514,10.210156896238923
515,11.790881996516903
516,12.724221576860883
517,13.44589297978569
518,12.677151655402033
519,13.335578746784766
520,10.570740228922173
521,12.522539938681666
522,9.77856737266943
523,13.430706414680296
524,12.632934803188567
525,9.77856737266943
526,12.507511635080746
527,12.123819126556963
528,11.514755952818334
529,11.725931252388566
530,12.115118484000753
531,11.50236711740429
532,11.96634560253664
533,10.65448401704882
534,11.860878189259141
535,13.504733734753001
536,16.327750208457676
537,11.885343378295051
538,7.236211793391833
539,11.625832446432996
540,9.793823046734706
541,9.307482711883463
542,13.494250191037123
543,13.649103055317928
544,14.572028051456034
545,12.445786109963795
546,16.492459878977694
547,8.463712211638477
548,8.991669836271072
549,10.605514097977416
550,12.113624976670193
551,14.010317978342677
552,11.541779730220535
553,12.36301564122037
554,15.01603542455438
555,14.572028051456034
556,12.290436581997334
557,13.29136974537829
558,13.667586391688216
559,11.370391332804818
560,13.534317204570945
561,10.179199867452988
562,13.679184716864471
563,10.741603802927642
564,13.71424128921303
565,8.307337162767745
566,14.217109805056646
567,13.551074975829462
568,11.834206021484013
569,13.960004683747314
570,11.222586717142525
571,12.865989264418397
572,12.496542042101941
573,12.631613190496509
574,15.35640668406434
575,11.940144725750926
576,9.732246256841337
577,10.77132198963414
578,11.566283431298022
579,10.073693094326929
580,11.412890862880024
581,12.720665747164725
582,11.812108298083464
583,14.32652067212222
584,9.558959298980527
585,9.562823202656409
586,10.049716238738396
587,9.972393932414647
588,11.324104360784641
589,15.69843002548683
590,18.042032797208734
591,9.183676147061357
592,7.114059723691621
593,13.271098303972364
594,11.676582075952242
595,10.520098862156896
596,11.871711112572925
597,9.38527600698637
598,8.056571806545339
599,13.923233720857652
600,14.161764840471749
601,10.551370767864658
602,14.333710815346825
603,14.333710815346825
604,12.144044667421634
605,13.648216930630701
606,16.469753895257693
607,10.044029282254158
608,13.336082261169311
609,13.210938701514452
610,10.190697208462085
611,11.879776954180196
612,10.674542437829858
613,12.973905411448733
614,12.69124851596502
615,12.53320310399234
616,18.21733795773828
617,9.764067944507845
618,12.141120088038704
619,13.997285947193049
620,13.631757307666144
621,12.525323527455253
622,11.513320927076407
623,11.072197274176661
624,13.399052361884692
625,12.909850595984173
626,12.448176762208016
627,8.95911802367023
628,8.962153141309535
629,13.100538435103367
630,10.952303527079065
631,11.964850961254855
632,16.424944622244755
633,10.506632738750504
634,13.433174100086687
635,12.965880019634712
636,8.504695652974014
637,16.504799977137772
638,12.56932063628332
639,9.68387853362619
640,15.068895771359271
641,12.217559005697197
642,11.397527620357598
643,6.968794240626627
644,12.231795288602969
645,16.059298230708883
646,9.743661751161513
647,12.505569327499117
648,14.553298875994914
649,14.03894630723048
650,12.546206575410064
651,15.400385317001305
652,11.955071524975184
653,13.60879037195982
654,13.48773127460079
655,9.87280375783214
656,10.18456786469202
657,9.775940884319086
658,11.320150187958781
659,11.273311392154866
660,11.038523098850739
661,10.585970943889125
662,15.203099674067714
663,8.369825034025606
664,14.29420401597448
665,12.936382113718368
666,10.134906833812705
667,12.361024530799094
668,15.448159324289389
669,9.38527600698637
670,9.828175434679514
671,12.529324008120012
672,9.91959357411936
673,11.75115254023382
674,11.451382951206561
675,11.848817608713631
676,12.268284430081733
677,13.014382945499147
678,17.418692420310325
679,11.79047811810818
680,15.29050905399205
681,12.736998650509962
682,13.965159777099233
683,15.464427719735733
684,9.13934884662111
685,11.428684816374927
686,17.12199005979183
687,17.12199005979183
688,11.75453676806871
689,13.924926491383953
690,13.335500129042698
691,13.732974420665261
692,12.815124494033407
693,11.51092991524268
694,9.326381728466048
695,12.083388128560735
696,10.204970096209973
697,12.151473643508597
698,12.09213386178727
699,13.125172432460625
700,13.125172432460625
701,12.82565782463149
702,14.56995376578535
703,10.506632738750504
704,12.455961626411641
705,14.30090768711599
706,14.672503180702698
707,12.720665747164725
708,13.329661515842286
709,13.756184183636753
710,12.146020364033367
711,12.906754625040607
712,11.784315880241817
713,12.011695398746118
714,15.250669508763306
715,9.248427036349579
716,8.845007189125893
717,12.626822172421704
718,9.410301556482727
719,16.11385306049306
720,17.88088119149186
721,12.485808232744038
722,13.76089195925828
723,11.230071362542105
724,16.024893932461715
725,11.846223635833068
726,18.264455552899992
727,13.478056800220738
728,15.822818835395672
729,9.612023707046662
730,11.377380891702531
731,10.848374585279208
732,10.391637378534353
733,18.11864240436749
734,10.860487482191363
735,11.75115254023382
736,10.605514097977416
737,10.341710003433988
738,7.595277226196876
739,12.808263497445447
740,9.533524510251654
741,10.803298930466713
742,12.53320310399234
743,13.332647805259777
744,16.71698097022301
745,16.71698097022301
746,14.52729002234188
747,14.52729002234188
748,14.874254090768392
749,11.773346903087553
750,14.428937646106219
751,12.533962276668491
752,11.75453676806871
753,14.39638624983441
754,8.547524547313508
755,9.554405805707098
756,10.985030211573436
757,10.075300809893465
758,12.549531019924343
759,13.038084615716969
760,9.567741200022429
761,10.73322862669164
762,15.344624026546912
763,10.04565149347756
764,13.115797651916717
765,17.12199005979183
766,10.345604698420967
767,13.27768438931581
768,13.890048801928998
769,13.629733594260413
770,15.743148114003569
771,11.527474628187088
772,8.143992587555012
773,8.143992587555012
774,15.318893479225508
775,9.188553264423211
776,11.370391332804818
777,11.680363060713422
778,11.589830316290355
779,12.178460621017262
780,20.546775801332583
781,11.64782197684267
782,11.522900984026103
783,12.916246216086988
784,14.827842808534413
785,13.59742533903623
786,15.139230397443393
787,20.57905326068654
788,12.817279746544328
789,10.837219519783512
790,12.258765542165253
791,14.925826124357231
792,13.700159171067693
793,14.079638207060249
794,10.171679410912805
795,9.426656329283984
796,13.3808687224231
797,11.164933128647004
798,14.077314156016074
799,9.416425579920634
800,10.921303597746139
801,12.696448857774413
802,9.780309319093217
803,13.59742533903623
804,12.298337890064712
805,9.927517958379424
806,12.423720282482533
807,13.819189809743829
808,5.804418293688995
809,12.117637802983948
810,15.335247083106204
811,9.014220721995155
812,12.576953882884112
813,11.656573562125047
814,9.533524510251654
815,13.521630981533267
816,13.521630981533267
817,9.424381590516413
818,9.130296387663265
819,14.186522517366969
820,10.836992608878788
821,10.880424337852107
822,8.291679409928557
823,11.545768037655407
824,10.47992022949206
825,13.706427031804006
826,12.439637993411093
827,11.865601576611398
828,9.756472161060591
829,9.14395405398304
830,12.463076302456331
831,12.646536057261693
832,9.693020384396236
833,11.588186651374158
834,12.69124851596502
835,12.524977267219255
836,12.644234654898531
837,12.309806043054849
838,11.578132219790897
839,11.641293518485591
840,12.156310310174028
841,15.822818835395672
842,14.52214513736201
843,12.6579367867983
844,13.409523653604685
845,9.966074590137689
846,12.50479299081019
847,12.296413428281165
848,12.767213183076503
849,9.995759575208828
850,18.283454969055118
851,9.844957235241887
852,14.080773222070006
853,10.663948499819101
854,13.08187619501626
855,13.530125148863293
856,7.123544730134905
857,13.634180188552744
858,15.215901601732748
859,15.441714893262601
860,12.10626681460449
861,12.038734824150998
862,10.082225863296415
863,6.619483744124383
864,11.172101764404706
865,12.505569327499117
866,12.624865193841016
867,15.735648271780022
868,9.929354439471792
869,12.948275964217757
870,12.644234654898531
871,14.71915206368426
872,17.18821473248344
873,11.70030241497812
874,12.29926530071228
875,9.679562428175533
876,9.506469589676856
877,5.412654521850571
878,12.034966358239242
879,12.113624976670193
880,8.918990038943708
881,13.572380567158927
882,12.24938030023698
883,12.184254613646381
884,12.480202938506013
885,12.95802053004712
886,12.208543125760725
887,8.409409029898784
888,12.296056784117898
889,14.89199940248276
890,12.417970886788211
891,14.608686347799399
892,11.999485674576079
893,9.143219247105343
894,10.07424853219452
895,13.732974420665261
896,11.935702063917669
897,15.516621245134735
898,15.427239122814928
899,11.854737288605977
900,12.835599553002254
901,11.409887468758546
902,11.837963869317187
903,10.32269354525285
904,11.75115254023382
905,13.889011904519696
906,14.092221999525481
907,13.886575013903107
908,14.520987550566439
909,10.520098862156896
910,9.082785797394056
911,12.948275964217757
912,13.238178393562922
913,12.452886376734781
914,10.489128574269843
915,13.786157810964442
916,13.422768032612058
917,11.419873438435946
918,11.419873438435946
919,12.034534378586766
920,12.201761673122478
921,10.663948499819101
922,14.453111938089124
923,12.232718900707711
924,15.046715678840469
925,11.4481894284716
926,10.587728347273574
927,10.587728347273574
928,17.446828036760284
929,19.78553799756695
930,16.642168087341147
931,12.103819635157546
932,12.828270105850601
933,13.22570684492298
934,12.37962198372635
935,13.506551625897893
936,9.85069582104084
937,12.113624976670193
938,13.06733833872528
939,15.978293392780527
940,12.35346561964585
941,13.305289780412922
942,10.171679410912805
943,11.253381555917755
944,11.436196520916969
945,9.546406707194379
946,12.516388778710429
947,11.591921533644424
948,10.551370767864658
949,11.598479331011164
950,16.49199218704479
951,14.913179304303782
952,13.845574859714644
953,11.779119943879833
954,14.562238925136832
955,9.540294320520179
956,15.235964775869403
957,13.97554370534345
958,9.067640693623495
959,11.879776954180196
960,15.491497428310616
961,11.39174762573805
962,9.654072976101448
963,9.503040208947365
964,16.200053978537408
965,15.610615751710816
966,18.57980398183895
967,11.619928429185922
968,8.99904469042929
969,11.501168827215235
970,9.888245492395008
971,10.99370725607465
972,14.216713397580781
973,9.141986841290041
974,17.28791759212227
975,12.659419088279142
976,14.872231464636517
977,13.073851137614897
978,9.904646834631894
979,13.637982296209946
980,15.726859324339168
981,12.352381209786046
982,9.73046192098413
983,12.903591673672278
984,11.399659082860454
985,12.647925049766643
986,10.731167353750218
987,11.537555182730152
988,14.540285337351154
989,12.711526399089983
990,12.628145599594825
991,12.061075129326314
992,13.694871828155515
993,14.495349468249453
994,10.551370767864658
995,14.737553095870341
996,10.90132700995518
997,13.631757307666144
998,12.014562139243697
999,16.911123553015063
1000,11.112842973479893
1001,12.511886415598232
1002,13.72101957706934
1003,11.529256320145986
1004,16.447233276368657
1005,10.090182988355426
1006,10.057077736070024
1007,10.054042618430719
1008,9.944498822386084
1009,12.183327187875198
1010,8.29487996796346
1011,9.66606316674637
1012,14.658850640387916
1013,12.69124851596502
1014,12.547516410792197
1015,12.777870372046914
1016,8.328253779747412
1017,11.976744811754244
1018,9.912200088872263
1019,11.808900391649944
1020,13.266242669522741
1021,12.024472315461844
1022,10.761976579307568
1023,14.363778712891955
1024,11.844275078394375
1025,9.90253069850224
1026,11.370391332804818
1027,15.372133839518458
1028,10.621185337064748
1029,11.80160650309378
1030,13.349259254742066
1031,12.35584000165322
1032,13.7297808979303
1033,11.607420435060996
1034,10.971486579317927
1035,14.740635256411558
1036,16.6221728621275
1037,12.451804190850192
1038,9.808805973621999
1039,12.948275964217757
1040,13.649103055317928
1041,13.421934630059752
1042,10.705506925185324
1043,9.645695892138898
1044,10.7075559413256
1045,8.46249277852115
1046,11.743328469925466
1047,13.363778782866632
1048,16.82235789976866
1049,9.000449339756317
1050,8.80583745419284
1051,11.396073029548978
1052,12.445786109963795
1053,10.665554522604985
1054,11.466330704802509
1055,9.16812342010851
1056,14.645159552582816
1057,12.139542152373538
1058,14.168663269129944
1059,12.239396081107738
1060,11.846232115553883
1061,9.68230405092785
1062,11.51342505216603
1063,13.850157595977599
1064,12.582366492634074
1065,11.823265001852224
1066,11.325792122364646
1067,13.649512450072265
1068,11.112842973479893
1069,13.8371073608951
1070,13.634180188552744
1071,10.369391998582689
1072,12.517982449581108
1073,10.217157068192638
1074,9.9819269714016
1075,10.45341272804195
1076,16.47230351641672
1077,12.490667089254787
1078,11.78989512768354
1079,11.8569615877531
1080,10.880424337852107
1081,16.863572458380098
1082,10.919104555846905
1083,11.93313886807872
1084,18.156648189971634
1085,11.542270445083618
1086,9.916479466756948
1087,12.815124494033407
1088,11.38855410300309
1089,9.929354439471792
1090,10.528102567589757
1091,10.769715966848256
1092,9.633237166860914
1093,14.161764840471749
1094,15.354616544163719
1095,9.01144907943177
1096,11.256050652042207
1097,11.451382951206561
1098,14.906456663299716
1099,13.335578746784766
1100,12.524977267219255
1101,13.697217824664888
1102,12.624865193841016
1103,11.858649468272601
1104,14.540357011623954
1105,15.256822498317915
1106,10.520963965947907
1107,16.65393434879265
1108,11.857197558366357
1109,16.037983275315334
1110,11.128338497834154
1111,12.173204486000683
1112,7.4226741439847785
1113,7.73894153268815
1114,12.959784469840027
1115,13.634180188552744
1116,9.145318237205938
1117,9.790292790345022
1118,14.020540587227616
1119,11.924873842840658
1120,10.551370767864658
1121,8.421364915428867
1122,10.00471310156543
1123,12.28597115802882
1124,15.91527860092298
1125,11.451382951206561
1126,8.913314802324706
1127,12.547516410792197
1128,12.547516410792197
1129,14.189989966595343
1130,12.24569855288318
1131,12.807292702884965
1132,7.860016445990786
1133,11.855338253618303
1134,12.50479299081019
1135,12.446641210253183
1136,12.772263945670018
1137,11.887569642508323
1138,11.31583386957753
1139,12.677151655402033
1140,13.190727463205713
1141,16.024898726079854
1142,11.935702063917669
1143,12.524977267219255
1144,14.509599293096965
1145,10.805616547725634
1146,14.734526127681402
1147,12.86799876806027
1148,14.32652067212222
1149,13.320342812384132
1150,17.414374757671673
1151,10.18456786469202
1152,11.633995786162677
1153,12.889447779638067
1154,13.397124135710234
1155,12.158519236651419
1156,9.465288676619194
1157,11.895075350506573
1158,11.277795414558966
1159,9.429146137677751
1160,10.881344486167745
1161,10.439869438869945
1162,11.577108841607027
1163,12.481458994383763
1164,13.551074975829462
1165,8.398637669573478
1166,12.56932063628332
1167,16.032019733081018
1168,10.734325655365181
1169,12.239396081107738
1170,14.453119895387648
1171,10.225167351449556
1172,13.381977984087502
1173,13.794919131825402
1174,14.203003948033757
1175,14.949213631772817
1176,12.295094236835846
1177,19.376591138141944
1178,13.066038919903152
1179,14.443890008853854
1180,14.331521380740249
1181,12.926653599951528
1182,14.634388817870297
1183,13.480607719600425
1184,10.472712149433706
1185,10.761976579307568
1186,11.248175241485315
1187,12.753339371747202
1188,13.743017599365064
1189,10.3005932840263
1190,8.37283466007993
1191,16.767938909197472
1192,12.158519236651419
1193,12.158519236651419
1194,11.036888533786824
1195,14.17977996916541
1196,8.694389559385709
1197,13.038084615716969
1198,9.996969517365851
1199,6.639714632102232
1200,14.033512353001612
1201,13.535050538633323
1202,14.249060484251046
1203,12.552265644171035
1204,14.395944600304293
1205,9.750754876385729
1206,12.499961126813858
1207,13.637982296209946
1208,13.433174100086687
1209,17.61736623159868
1210,11.131749515068408
1211,9.270908342064608
1212,11.31583386957753
1213,12.571384188372878
1214,9.000449339756317
1215,20.579332341809426
1216,8.37283466007993
1217,11.511743099814304
1218,12.79051906879497
1219,9.248427036349579
1220,13.816189185752712
1221,12.706171382730204
1222,17.59799677054117
1223,12.706171382730204
1224,10.768110050495284
1225,11.776547461122457
1226,10.768110050495284
1227,19.359571661152543
1228,12.213817792497705
1229,10.75379195859199
1230,8.412132734383425
1231,10.734325655365181
1232,9.7905176634465
1233,10.205797890392041
1234,11.152996866668119
1235,12.582989414367685
1236,13.335578746784766
1237,12.294620743997664
1238,13.25617543720718
1239,13.25617543720718
1240,11.4481894284716
1241,11.591921533644424
1242,14.572028051456034
1243,11.61427692349171
1244,14.38560514077415
1245,11.68177388841755
1246,19.059448318026348
1247,17.284063771930434
1248,13.268540315088108
1249,12.393883252790292
1250,14.540382269524942
1251,11.102463035613777
1252,10.090182988355426
1253,10.86005849935166
1254,10.209452129577826
1255,8.521068108072125
1256,14.28797638558919
1257,8.58896812151517
1258,9.209674743945426
1259,13.544082691539925
1260,13.335578746784766
1261,13.14632067940338
1262,11.445848388381036
1263,11.445848388381036
1264,15.582123245532722
1265,9.828175434679514
1266,12.044506088659102
1267,20.644081209828894
1268,13.637982296209946
1269,13.363423232738544
1270,10.599338772495894
1271,15.104468936483553
1272,10.922006012814279
1273,11.451382951206561
1274,11.681170282832488
1275,12.209094559154902
1276,18.223168730195194
1277,12.514618332660524
1278,11.832696115937424
1279,15.684675244244806
1280,10.895659865992494
1281,16.505887954288102
1282,18.138787450164187
1283,9.868033036642876
1284,8.55432753426506
1285,9.465246389333549
1286,12.788545405657851
1287,18.435428699032897
1288,11.98544818102425
1289,8.460511653603573
1290,8.488527050980677
1291,10.894790993677915
1292,12.834493955090922
1293,15.250501824709602
1294,8.983180704907253
1295,12.498669829945623
1296,9.262775678315382
1297,8.954445479989118
1298,15.54258674982584
1299,14.637166285351135
1300,9.863079663170106
1301,10.732565429448478
1302,14.243049723165413
1303,13.673191203129939
1304,9.90786630604645
1305,12.624865193841016
1306,15.01603542455438
1307,12.765403776278879
1308,13.1998559821976
1309,16.012213982097325
1310,13.57260786316397
1311,12.849761428449785
1312,11.865601576611398
1313,10.768110050495284
1314,12.77742900868362
1315,13.213735310274616
1316,15.61785472135401
1317,10.946942595220914
1318,12.354011268263793
1319,9.014220721995155
1320,9.380038565209356
1321,13.614810727495229
1322,12.313726043527698
1323,16.116537712653265
1324,15.102324055653138
1325,12.514123527822811
1326,10.279064401645384
1327,10.250832451875441
1328,12.67144512093497
1329,13.719452115967494
1330,9.311855525281333
1331,11.722073517784127
1332,13.717969434476315
1333,13.694871828155515
1334,10.867744046336723
1335,10.044493055353056
1336,9.743661751161513
1337,10.769688729875412
1338,14.367107543004616
1339,13.591253992641283
1340,18.127783554411113
1341,9.52240967000488
1342,13.909596470378187
1343,12.258765542165253
1344,13.320342812384132
1345,18.866604651442508
1346,8.463712211638477
1347,10.691232833659134
1348,17.99256726410632
1349,12.546744411050733
1350,8.093465915646425
1351,15.096715963492107
1352,9.130296387663265
1353,12.805352210345612
1354,13.671092916042937
1355,14.89188293159233
1356,17.120572093191065
1357,12.903400312997144
1358,21.429078216311552
1359,8.861790597387529
1360,12.758843304279893
1361,11.310006510477649
